,Book,Author,Genres,Avg_Rating
191,The Prince,Niccolò Machiavelli,"['Classics', 'Philosophy', 'Nonfiction', 'Politics', 'History', 'Literature']",3.83
192,Sophie's World,Jostein Gaarder,"['Philosophy', 'Fiction', 'Classics', 'Young Adult', 'Novels', 'Fantasy', 'Literature']",3.96
193,The Complete Grimm's Fairy Tales,Jacob Grimm,"['Classics', 'Fantasy', 'Fiction', 'Short Stories', 'Childrens', 'Literature']",4.28
194,The Trial,Franz Kafka,"['Classics', 'Fiction', 'Philosophy', 'Literature', 'Novels', 'Dystopia']",3.96
195,The Time Machine,H.G. Wells,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Literature']",3.9
196,"Watchmen (Watchmen, #1-12)",Alan Moore,"['Fiction', 'Science Fiction', 'Fantasy']",4.37
197,Roots: The Saga of an American Family,Alex Haley,"['Historical Fiction', 'Fiction', 'Classics', 'Historical']",4.44
198,Candide,Voltaire,"['Classics', 'Fiction', 'Philosophy', 'Literature', 'Humor']",3.76
199,Beloved,Toni Morrison,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Historical', 'School']",3.93
200,Atonement,Ian McEwan,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Literary Fiction']",3.93
201,Go Ask Alice,Beatrice Sparks,"['Young Adult', 'Fiction', 'Classics', 'Contemporary']",3.75
202,My Sister's Keeper,Jodi Picoult,"['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction']",4.09
203,Tuck Everlasting,Natalie Babbitt,"['Fantasy', 'Classics', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'School']",3.89
204,Stranger in a Strange Land,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels']",3.92
205,The Sun Also Rises,Ernest Hemingway,"['Classics', 'Fiction', 'Literature', 'Novels', 'Historical Fiction', 'American']",3.8
206,"Divergent (Divergent, #1)",Veronica Roth,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure']",4.15
207,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"['Fantasy', 'Fiction', 'Historical Fiction', 'Classics', 'Historical']",4.13
208,Mere Christianity,C.S. Lewis,"['Christian', 'Nonfiction', 'Religion', 'Classics', 'Philosophy']",4.35
209,The Tale of Peter Rabbit,Beatrix Potter,"['Childrens', 'Classics', 'Fiction', 'Animals', 'Fantasy', 'Short Stories']",4.21
210,The Phantom Tollbooth,Norton Juster,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure']",4.19
211,The Things They Carried,Tim O'Brien,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']",4.14
212,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens']",4.29
213,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook']",4.2
214,Number the Stars,Lois Lowry,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Middle Grade']",4.18
215,The Constitution of the United States of America,Founding Fathers,"['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy']",4.52
216,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"['History', 'Nonfiction', 'Classics', 'Historical', 'Politics']",4.24
217,James and the Giant Peach,Roald Dahl,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']",4.03
218,The Complete Maus,Art Spiegelman,"['Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']",4.57
219,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Science Fiction Fantasy']",4.38
220,Middlesex,Jeffrey Eugenides,"['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'Classics', 'Novels']",4.03
221,Schindler's List,Thomas Keneally,"['History', 'Nonfiction', 'Classics', 'War', 'Historical']",4.34
222,The Autobiography of Malcolm X,Malcolm X,"['Nonfiction', 'Biography', 'History', 'Memoir', 'Autobiography', 'Politics']",4.35
223,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"['Humor', 'Fiction', 'Childrens']",4.64
224,A Little Princess,Frances Hodgson Burnett,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']",4.22
225,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,"['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Adult']",4.12
226,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir']",3.66
227,Leaves of Grass,Walt Whitman,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', 'Philosophy']",4.11
228,Into the Wild,Jon Krakauer,"['Adventure', 'Classics', 'Fiction', 'School', 'Biography Memoir']",4.0
229,Their Eyes Were Watching God,Zora Neale Hurston,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature']",3.97
230,The Wind in the Willows,Kenneth Grahame,"['Fiction', 'Fantasy', 'Childrens', 'Classics', 'Animals', 'Young Adult', 'Adventure']",4.0
231,Speak,Laurie Halse Anderson,"['Young Adult', 'Fiction', 'Contemporary']",4.04
232,Peter Pan,J.M. Barrie,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade']",4.04
233,The Republic,Plato,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature']",3.96
234,A People's History of the United States,Howard Zinn,"['History', 'Nonfiction', 'Politics', 'Historical', 'Classics']",4.07
235,The World According to Garp,John Irving,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor']",4.1
236,"American Gods (American Gods, #1)",Neil Gaiman,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy']",4.11
237,"Holes (Holes, #1)",Louis Sachar,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'School']",3.99
238,Looking for Alaska,John Green,"['Young Adult', 'Fiction', 'Contemporary', 'Romance']",3.98
239,The Story of My Life,Helen Keller,"['Nonfiction', 'Biography', 'Classics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']",4.08
240,The Secret Magdalene,Ki Longfellow,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Novels', 'Literature']",4.16
241,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"['Fiction', 'Classics', 'Historical Fiction', 'School', 'Literature']",3.72
242,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller']",4.13
243,A Short History of Nearly Everything,Bill Bryson,"['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor']",4.21
244,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy']",4.25
245,The Addiction Manifesto,Jerry Weaver,"['Nonfiction', 'Self Help', 'Memoir', 'Biography']",4.87
246,A Brief History of Time,Stephen Hawking,"['Science', 'Nonfiction', 'History', 'Classics', 'Philosophy']",4.21
247,زندگی مه آلود پریا,سید مرتضی مصطفوی,['Fiction'],3.28
248,Island of the Blue Dolphins,Scott O'Dell,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']",3.86
249,A Farewell to Arms,Ernest Hemingway,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American']",3.81
250,Cat's Cradle,Kurt Vonnegut Jr.,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']",4.16
251,A Separate Peace,John Knowles,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School']",3.59
252,Blindness,José Saramago,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature']",4.16
253,The Complete Fairy Tales,Hans Christian Andersen,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Short Stories', 'Literature']",4.29
254,The Raven,Edgar Allan Poe,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'School']",4.29
255,The Shack,William Paul Young,"['Fiction', 'Christian', 'Religion', 'Spirituality']",3.81
256,The God Delusion,Richard Dawkins,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Psychology', 'Spirituality']",3.9
257,Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1),Fannie Flagg,"['Fiction', 'Historical Fiction', 'Classics', 'Chick Lit', 'Historical']",4.28
258,Madame Bovary,Gustave Flaubert,"['Classics', 'Fiction', 'Literature', 'Romance']",3.7
259,The Joy Luck Club,Amy Tan,"['Fiction', 'Historical Fiction', 'Classics', 'Contemporary', 'Adult Fiction', 'Adult']",3.96
260,Tao Te Ching,Lao Tzu,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Spirituality', 'Poetry']",4.3
261,Sophie's Choice,William Styron,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Historical']",4.18
262,The Neverending Story,Michael Ende,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure']",4.18
263,A Confederacy of Dunces,John Kennedy Toole,"['Fiction', 'Classics', 'Humor', 'Literature', 'Novels', 'American']",3.88
264,Never Let Me Go,Kazuo Ishiguro,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Adult']",3.84
265,How to Win Friends and Influence People,Dale Carnegie,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development']",4.22
266,Extremely Loud & Incredibly Close,Jonathan Safran Foer,"['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']",3.97
267,Flow Down Like Silver,Ki Longfellow,"['Historical Fiction', 'Fiction', 'Historical', 'Philosophy', 'Literature']",3.98
268,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure']",4.08
269,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"['History', 'Nonfiction', 'Science', 'Politics']",4.04
270,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']",3.93
271,Tess of the D'Urbervilles,Thomas Hardy,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction']",3.82
272,The Color Purple,Alice Walker,"['Classics', 'Fiction', 'Historical Fiction', 'Historical']",4.26
273,"Outlander (Outlander, #1)",Diana Gabaldon,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Historical']",4.25
274,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"['Young Adult', 'Fantasy', 'Romance', 'Fiction', 'Paranormal']",3.72
275,The Tao of Pooh,Benjamin Hoff,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook']",4.0
276,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Novels']",3.97
277,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology']",4.15
278,Ulysses,James Joyce,"['Classics', 'Fiction', 'Literature', 'Novels']",3.75
279,A Light in the Attic,Shel Silverstein,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult']",4.35
280,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"['Nonfiction', 'Politics', 'Memoir']",3.65
281,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Paranormal']",3.73
282,The Jungle,Upton Sinclair,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels']",3.76
283,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"['Fiction', 'Historical Fiction', 'Classics', 'Historical', 'Adventure', 'Novels']",4.52
284,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"['Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']",4.52
285,The Phantom of the Opera,Gaston Leroux,"['Classics', 'Fiction', 'Horror', 'Romance', 'Mystery', 'Historical Fiction']",3.96
286,Paradise Lost,John Milton,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy']",3.83
287,Horton Hears a Who!,Dr. Seuss,"['Childrens', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Animals']",4.2
288,The God of Small Things,Arundhati Roy,"['Fiction', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction']",3.95
289,All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,"['Nonfiction', 'Classics', 'Animals', 'Memoir', 'Biography', 'Humor']",4.32
290,"Are You There God? It's Me, Margaret",Judy Blume,"['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade']",3.92
291,The Green Mile,Stephen King,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']",4.47
292,The Iliad / The Odyssey,Homer,"['Classics', 'Fiction', 'Poetry', 'Fantasy', 'Literature', 'Historical Fiction']",4.06
293,The House of the Spirits,Isabel Allende,"['Fiction', 'Historical Fiction', 'Classics', 'Fantasy', 'Historical']",4.27
294,Treasure Island,Robert Louis Stevenson,"['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens']",3.84
295,"The Shining (The Shining, #1)",Stephen King,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']",4.26
296,V for Vendetta,Alan Moore,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics']",4.26
297,The Complete Works,William Shakespeare,"['Classics', 'Poetry', 'Fiction', 'Drama', 'Literature']",4.47
298,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Paranormal']",3.58
299,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Literature']",4.41
300,Julius Caesar,William Shakespeare,"['Classics', 'Fiction', 'Drama', 'School', 'Historical Fiction']",3.7
301,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",4.2
302,"Neverwhere (London Below, #1)",Neil Gaiman,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Science Fiction', 'Horror']",4.17
303,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'War']",4.19
304,The Elements of Style,William Strunk Jr.,"['Nonfiction', 'Classics', 'Self Help']",4.18
305,The Importance of Being Earnest,Oscar Wilde,"['Classics', 'Fiction', 'Drama', 'Humor', 'Literature', 'School']",4.18
306,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure']",4.5
307,For Whom the Bell Tolls,Ernest Hemingway,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American']",3.98
308,David Copperfield,Charles Dickens,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'Novels', 'British Literature']",4.02
309,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"['Nonfiction', 'History', 'Biography', 'War', 'Historical', 'Audiobook']",4.37
310,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",4.25
311,The Thorn Birds,Colleen McCullough,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Historical']",4.24
312,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Psychology', 'Self Help']",3.78
313,Death of a Salesman,Arthur  Miller,"['Classics', 'Fiction', 'Drama', 'School', 'Literature']",3.56
314,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"['Nonfiction', 'Memoir', 'Humor', 'Adventure', 'Audiobook']",4.06
315,Othello,William Shakespeare,"['Classics', 'Fiction', 'Drama', 'School', 'Literature']",3.89
316,The Communist Manifesto,Karl Marx,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History']",3.64
317,Beowulf,Unknown,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'School', 'Literature']",3.47
318,Norwegian Wood,Haruki Murakami,"['Fiction', 'Romance', 'Contemporary', 'Novels', 'Classics']",4.02
319,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"['Fantasy', 'Fiction', 'Adult', 'Science Fiction Fantasy', 'Adult Fiction']",3.54
320,It,Stephen King,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']",4.25
321,Room,Emma Donoghue,"['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook']",4.07
322,A Fine Balance,Rohinton Mistry,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Historical']",4.37
323,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Magic', 'High Fantasy']",3.94
324,"The Chosen (Reuven Malther, #1)",Chaim Potok,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Religion', 'School']",4.06
325,Thirteen Reasons Why,Jay Asher,"['Young Adult', 'Fiction', 'Contemporary', 'Mystery']",3.86
326,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,"['History', 'Nonfiction', 'Biography', 'War', 'Politics']",3.78
327,The Awakening,Kate Chopin,"['Classics', 'Fiction', 'School', 'Literature', 'Historical Fiction']",3.67
328,The Martian Chronicles,Ray Bradbury,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']",4.15
329,The Reader,Bernhard Schlink,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical']",3.77
330,Who Moved My Cheese?,Spencer Johnson,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Personal Development']",3.86
331,The Plague,Albert Camus,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels']",4.02
332,"The Host (The Host, #1)",Stephenie Meyer,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']",3.85
333,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Historical']",4.22
334,"Calvin and Hobbes (Calvin and Hobbes, #1)",Bill Watterson,"['Humor', 'Fiction', 'Childrens']",4.6
335,"Cry, the Beloved Country",Alan Paton,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'School']",3.91
336,Do Androids Dream of Electric Sheep?,Philip K. Dick,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction Fantasy', 'Fantasy']",4.09
337,Holy Bible: New International Version,Anonymous,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Spirituality']",4.61
338,Much Ado About Nothing,William Shakespeare,"['Classics', 'Fiction', 'Drama', 'Romance', 'School']",4.06
339,The Elephant Tree,R.D. Ronald,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Contemporary']",3.69
340,Steppenwolf,Hermann Hesse,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels']",4.13
341,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",4.23
